day,sym,side,fills,sz,lvl,t,thru,rng
2025-04-22,ESM5,A,18,25,5305.0,17:13:42,-0.008,98.25
2025-04-22,ESM5,A,62,140,5300.0,17:14:29,0.036,98.25
2025-04-22,ESM5,A,18,41,5300.75,17:15:15,-0.01,98.25
2025-04-22,ESM5,A,21,98,5297.75,17:15:22,0.02,98.25
2025-04-22,ESM5,A,27,142,5293.75,17:15:27,0.061,98.25
2025-04-22,ESM5,A,42,96,5292.75,17:15:45,0.071,98.25
2025-04-22,ESM5,A,15,70,5290.75,17:15:55,0.092,98.25
2025-04-22,ESM5,A,33,96,5286.5,17:16:09,0.135,98.25
2025-04-22,ESM5,B,25,80,5282.75,17:16:25,0.181,98.25
2025-04-22,ESM5,A,52,130,5283.5,17:16:27,0.165,98.25
2025-04-22,ESM5,B,20,80,5282.25,17:16:31,0.176,98.25
2025-04-22,ESM5,A,52,129,5282.5,17:16:27,0.176,98.25
2025-04-22,ESM5,A,66,189,5283.0,17:16:39,0.17,98.25
2025-04-22,ESM5,B,40,80,5281.75,17:16:32,0.17,98.25
2025-04-22,ESM5,A,78,235,5282.0,17:16:35,0.181,98.25
2025-04-22,ESM5,B,17,80,5281.25,17:21:26,0.186,98.25
2025-04-22,ESM5,A,15,39,5284.25,17:16:40,0.158,98.25
2025-04-22,ESM5,A,15,50,5288.5,17:16:57,0.115,98.25
2025-04-22,ESM5,A,15,15,5286.75,17:17:12,0.132,98.25
2025-04-22,ESM5,B,16,20,5290.25,17:18:01,0.257,98.25
2025-04-22,ESM5,B,16,42,5288.75,17:18:21,0.242,98.25
2025-04-22,ESM5,A,16,25,5296.5,17:19:58,0.033,98.25
2025-04-22,ESM5,B,25,113,5287.0,17:20:57,0.234,98.25
2025-04-22,ESM5,B,20,100,5281.0,17:21:29,0.183,98.25
2025-04-22,ESM5,B,16,50,5280.75,17:22:03,0.188,98.25
2025-04-22,ESM5,A,22,50,5283.5,17:22:52,0.165,98.25
2025-04-22,ESM5,B,18,47,5282.0,17:22:54,0.201,98.25
2025-04-22,ESM5,B,20,25,5281.5,17:24:37,0.196,98.25
2025-04-22,ESM5,B,43,100,5280.5,17:25:30,0.186,98.25
2025-04-22,ESM5,B,22,90,5281.0,17:25:26,0.191,98.25
2025-04-22,ESM5,A,15,25,5291.25,17:26:05,-0.053,98.25
2025-04-22,ESM5,A,24,149,5289.25,17:26:07,-0.033,98.25
2025-04-22,ESM5,A,63,100,5284.5,17:27:14,-0.003,98.25
2025-04-22,ESM5,B,22,50,5277.5,17:28:05,0.155,98.25
2025-04-22,ESM5,B,36,40,5272.5,17:28:23,0.104,98.25
2025-04-22,ESM5,B,17,34,5271.75,17:29:16,0.097,98.25
2025-04-22,ESM5,B,22,44,5272.5,17:30:12,0.104,98.25
2025-04-22,ESM5,A,23,50,5270.0,17:30:42,0.145,98.25
2025-04-22,ESM5,A,22,39,5268.0,17:30:48,0.165,98.25
2025-04-22,ESM5,A,77,260,5268.25,17:31:10,0.163,98.25
2025-04-22,ESM5,A,173,400,5267.25,17:31:16,0.173,98.25
2025-04-22,ESM5,A,17,102,5268.25,17:31:54,0.163,98.25
2025-04-22,ESM5,A,28,45,5274.5,17:31:55,0.099,98.25
2025-04-22,ESM5,B,24,50,5271.25,17:34:34,0.092,98.25
2025-04-22,ESM5,B,15,36,5278.75,17:36:13,0.168,98.25
2025-04-22,ESM5,B,52,100,5282.25,17:39:00,0.204,98.25
2025-04-22,ESM5,A,31,52,5281.25,17:40:24,0.076,98.25
2025-04-22,ESM5,B,36,40,5271.25,17:48:30,0.092,98.25
2025-04-22,ESM5,B,18,33,5271.25,17:48:30,0.092,98.25
2025-04-22,ESM5,B,29,50,5273.0,17:42:52,0.109,98.25
2025-04-22,ESM5,B,17,103,5278.0,17:45:02,0.16,98.25
2025-04-22,ESM5,B,15,25,5270.0,17:48:31,0.079,98.25
2025-04-22,ESM5,B,18,50,5265.75,17:49:17,0.036,98.25
2025-04-22,ESM5,B,39,70,5265.75,17:49:33,0.036,98.25
2025-04-22,ESM5,B,15,75,5265.25,17:49:41,0.031,98.25
2025-04-22,ESM5,B,17,30,5265.0,17:50:02,0.028,98.25
2025-04-22,ESM5,B,19,57,5263.5,17:51:40,0.013,98.25
2025-04-22,ESM5,B,31,75,5263.5,17:52:00,0.013,98.25
2025-04-22,ESM5,A,18,75,5264.75,17:52:14,0.328,98.25
2025-04-22,ESM5,A,46,75,5266.25,17:53:38,0.359,98.25
2025-04-22,ESM5,B,34,75,5265.5,17:57:18,0.033,98.25
2025-04-22,ESM5,A,142,200,5270.5,17:54:38,0.323,98.25
2025-04-22,ESM5,B,21,58,5263.75,17:59:52,0.015,98.25
2025-04-22,ESM5,A,18,70,5264.5,18:00:06,0.384,98.25
2025-04-22,ESM5,A,19,20,5271.5,18:03:04,0.336,98.25
2025-04-22,ESM5,B,23,203,5273.25,18:03:18,-0.01,98.25
2025-04-22,ESM5,A,20,20,5273.5,18:03:18,0.316,98.25
2025-04-22,ESM5,B,15,43,5286.25,18:12:51,0.031,98.25
2025-04-22,ESM5,B,25,50,5286.25,18:13:19,0.015,98.25
2025-04-22,ESM5,B,27,46,5287.5,18:17:09,0.028,98.25
2025-04-22,ESM5,B,17,50,5290.0,18:15:27,0.053,98.25
2025-04-22,ESM5,A,15,29,5289.75,18:17:02,0.221,98.25
2025-04-22,ESM5,B,133,765,5291.0,18:18:12,0.031,98.25
2025-04-22,ESM5,A,32,99,5290.0,18:19:55,0.229,98.25
2025-04-22,ESM5,B,21,74,5289.75,18:19:56,0.008,98.25
2025-04-22,ESM5,B,33,37,5296.0,19:18:26,0.087,98.25
2025-04-22,ESM5,A,53,76,5300.5,18:24:02,0.196,98.25
2025-04-22,ESM5,A,16,50,5300.0,18:29:13,0.201,98.25
2025-04-22,ESM5,B,18,100,5307.0,18:37:55,0.066,98.25
2025-04-22,ESM5,B,27,71,5310.0,18:47:39,0.13,98.25
2025-04-22,ESM5,A,52,100,5308.5,18:48:51,0.115,98.25
2025-04-22,ESM5,A,16,50,5309.5,18:49:51,0.104,98.25
2025-04-22,ESM5,B,17,40,5316.5,18:56:18,0.293,98.25
2025-04-22,ESM5,B,56,180,5316.0,19:01:01,0.288,98.25
2025-04-22,ESM5,A,34,82,5312.5,19:04:08,0.043,98.25
2025-04-22,ESM5,A,22,99,5314.25,19:05:36,0.018,98.25
2025-04-22,ESM5,B,49,85,5315.0,19:05:49,0.277,98.25
2025-04-22,ESM5,A,28,99,5315.5,19:06:06,-0.041,98.25
2025-04-22,ESM5,B,20,58,5315.25,19:06:08,0.28,98.25
2025-04-22,ESM5,B,118,240,5312.25,19:06:42,0.249,98.25
2025-04-22,ESM5,B,25,50,5311.25,19:06:57,0.239,98.25
2025-04-22,ESM5,B,16,35,5310.0,19:07:09,0.226,98.25
2025-04-22,ESM5,A,16,39,5304.0,19:12:55,0.02,98.25
2025-04-22,ESM5,B,158,479,5305.25,19:14:12,0.181,98.25
2025-04-22,ESM5,B,20,50,5301.25,19:16:50,0.14,98.25
2025-04-22,ESM5,A,32,100,5302.25,19:42:31,0.191,98.25
2025-04-22,ESM5,A,16,40,5298.5,19:17:22,0.178,98.25
2025-04-22,ESM5,A,21,197,5294.25,19:31:23,0.272,98.25
2025-04-22,ESM5,B,15,50,5293.75,19:34:53,0.064,98.25
2025-04-22,ESM5,B,18,50,5289.0,19:39:46,0.015,98.25
2025-04-22,ESM5,B,23,134,5307.75,19:44:04,0.051,98.25
2025-04-22,ESM5,B,15,320,5310.75,19:44:41,0.081,98.25
2025-04-22,ESM5,A,25,158,5311.75,19:47:08,0.094,98.25
2025-04-22,ESM5,A,49,99,5314.75,19:49:00,0.064,98.25
2025-04-23,ESM5,A,16,50,5449.25,13:31:00,0.452,111.75
2025-04-23,ESM5,A,29,34,5450.5,13:31:16,0.441,111.75
2025-04-23,ESM5,B,54,101,5455.75,13:32:11,0.134,111.75
2025-04-23,ESM5,B,20,57,5457.5,13:32:50,0.15,111.75
2025-04-23,ESM5,B,31,66,5457.5,13:33:02,0.15,111.75
2025-04-23,ESM5,B,23,46,5458.75,13:34:07,0.161,111.75
2025-04-23,ESM5,A,17,32,5460.5,13:34:19,0.351,111.75
2025-04-23,ESM5,B,22,50,5451.25,13:36:04,0.094,111.75
2025-04-23,ESM5,A,27,63,5450.75,13:36:08,0.438,111.75
2025-04-23,ESM5,B,16,25,5449.5,13:36:16,0.078,111.75
2025-04-23,ESM5,B,17,50,5442.5,13:36:53,0.016,111.75
2025-04-23,ESM5,A,16,125,5453.75,13:37:41,0.412,111.75
2025-04-23,ESM5,A,21,39,5460.5,13:37:42,0.351,111.75
2025-04-23,ESM5,A,40,370,5475.0,13:37:47,0.221,111.75
2025-04-23,ESM5,B,24,36,5476.75,13:37:48,0.215,111.75
2025-04-23,ESM5,A,17,200,5488.0,13:38:01,0.105,111.75
2025-04-23,ESM5,B,17,40,5479.5,13:38:14,0.239,111.75
2025-04-23,ESM5,A,23,41,5464.75,13:38:40,0.313,111.75
2025-04-23,ESM5,A,19,87,5467.0,13:38:43,0.293,111.75
2025-04-23,ESM5,A,19,51,5467.75,13:39:03,0.286,111.75
2025-04-23,ESM5,B,18,27,5469.5,13:40:43,0.096,111.75
2025-04-23,ESM5,A,99,240,5473.0,13:41:46,0.239,111.75
2025-04-23,ESM5,A,15,16,5472.25,13:41:46,0.246,111.75
2025-04-23,ESM5,A,86,140,5475.25,13:42:06,0.219,111.75
2025-04-23,ESM5,A,23,24,5477.25,13:44:27,0.201,111.75
2025-04-23,ESM5,A,26,66,5476.0,13:45:31,0.213,111.75
2025-04-23,ESM5,B,20,20,5471.75,13:45:27,0.087,111.75
2025-04-23,ESM5,B,34,94,5479.25,13:46:14,0.181,111.75
2025-04-23,ESM5,B,32,67,5480.25,13:46:21,0.19,111.75
2025-04-23,ESM5,B,17,27,5481.75,13:46:21,0.204,111.75
2025-04-23,ESM5,A,16,50,5480.75,13:46:39,0.17,111.75
2025-04-23,ESM5,B,31,57,5479.25,13:46:49,0.181,111.75
2025-04-23,ESM5,B,49,97,5481.25,13:47:21,0.219,111.75
2025-04-23,ESM5,A,17,50,5483.0,13:47:04,0.15,111.75
2025-04-23,ESM5,B,17,54,5482.5,13:47:20,0.23,111.75
2025-04-23,ESM5,B,45,159,5487.25,13:48:29,0.302,111.75
2025-04-23,ESM5,B,62,158,5487.5,13:48:36,0.304,111.75
2025-04-23,ESM5,B,20,40,5482.5,13:48:57,0.26,111.75
2025-04-23,ESM5,B,16,50,5489.0,13:49:32,0.318,111.75
2025-04-23,ESM5,B,27,74,5486.5,13:50:11,0.295,111.75
2025-04-23,ESM5,B,24,127,5487.75,13:50:11,0.306,111.75
2025-04-23,ESM5,B,16,67,5488.5,13:50:11,0.313,111.75
2025-04-23,ESM5,B,45,221,5486.0,13:50:53,0.291,111.75
2025-04-23,ESM5,A,54,140,5490.0,13:51:20,0.087,111.75
2025-04-23,ESM5,B,46,100,5493.5,13:52:17,0.358,111.75
2025-04-23,ESM5,A,37,73,5481.25,13:52:50,0.166,111.75
2025-04-23,ESM5,A,45,187,5474.5,13:52:54,0.226,111.75
2025-04-23,ESM5,A,59,181,5475.25,13:52:57,0.219,111.75
2025-04-23,ESM5,B,17,50,5474.0,13:53:19,0.183,111.75
2025-04-23,ESM5,B,45,182,5479.0,13:54:06,0.228,111.75
2025-04-23,ESM5,A,24,25,5482.5,13:54:11,0.154,111.75
2025-04-23,ESM5,A,43,50,5471.75,13:54:59,0.251,111.75
2025-04-23,ESM5,B,29,91,5467.0,13:55:21,0.121,111.75
2025-04-23,ESM5,A,15,27,5467.0,13:55:27,0.293,111.75
2025-04-23,ESM5,B,23,36,5467.0,13:55:41,0.121,111.75
2025-04-23,ESM5,B,15,25,5465.75,13:55:42,0.11,111.75
2025-04-23,ESM5,A,18,21,5464.75,13:55:49,0.313,111.75
2025-04-23,ESM5,A,48,137,5469.5,13:56:44,0.271,111.75
2025-04-23,ESM5,B,22,54,5476.5,13:58:02,0.206,111.75
2025-04-23,ESM5,B,16,100,5474.75,13:58:21,0.19,111.75
2025-04-23,ESM5,B,18,85,5476.75,13:58:43,0.208,111.75
2025-04-23,ESM5,A,22,239,5476.25,13:59:34,0.21,111.75
2025-04-23,ESM5,B,31,100,5467.0,14:00:05,0.121,111.75
2025-04-23,ESM5,A,35,80,5477.75,14:00:54,0.114,111.75
2025-04-23,ESM5,A,22,249,5470.25,14:02:31,0.19,111.75
2025-04-23,ESM5,B,34,320,5477.25,14:03:11,0.213,111.75
2025-04-23,ESM5,B,21,25,5471.0,14:03:50,0.157,111.75
2025-04-23,ESM5,A,15,25,5472.0,14:03:47,0.215,111.75
2025-04-23,ESM5,A,21,36,5474.75,14:04:29,0.19,111.75
2025-04-23,ESM5,A,20,83,5480.0,14:06:14,0.168,111.75
2025-04-23,ESM5,B,54,154,5479.0,14:07:00,0.228,111.75
2025-04-23,ESM5,B,22,46,5479.0,14:07:28,0.228,111.75
2025-04-23,ESM5,B,15,25,5475.5,14:07:41,0.197,111.75
2025-04-23,ESM5,A,21,94,5473.5,14:07:52,0.228,111.75
2025-04-23,ESM5,A,87,100,5475.25,14:08:12,0.213,111.75
2025-04-23,ESM5,A,38,93,5476.0,14:08:12,0.206,111.75
2025-04-23,ESM5,B,15,41,5483.25,14:10:50,0.266,111.75
2025-04-23,ESM5,A,34,50,5484.25,14:11:16,0.132,111.75
2025-04-23,ESM5,B,17,18,5483.25,14:13:40,0.266,111.75
2025-04-23,ESM5,B,16,25,5483.25,14:13:40,0.266,111.75
2025-04-23,ESM5,A,36,80,5482.75,14:13:46,0.145,111.75
2025-04-23,ESM5,A,15,25,5477.75,14:15:09,0.19,111.75
2025-04-23,ESM5,B,26,100,5464.25,14:16:26,0.096,111.75
2025-04-23,ESM5,B,44,75,5459.0,14:17:31,0.049,111.75
2025-04-23,ESM5,B,18,20,5460.0,14:17:24,0.058,111.75
2025-04-23,ESM5,A,17,24,5461.0,14:17:53,0.34,111.75
2025-04-23,ESM5,A,22,83,5455.5,14:18:13,0.389,111.75
2025-04-23,ESM5,B,107,121,5461.25,14:19:25,0.058,111.75
2025-04-23,ESM5,A,44,111,5463.75,14:19:40,0.315,111.75
2025-04-23,ESM5,B,30,100,5465.0,14:20:00,0.092,111.75
2025-04-23,ESM5,A,16,96,5456.75,14:21:55,0.378,111.75
2025-04-23,ESM5,B,29,95,5463.25,14:22:24,0.007,111.75
2025-04-23,ESM5,A,17,26,5463.75,14:22:41,0.315,111.75
2025-04-23,ESM5,A,19,50,5470.5,14:23:47,0.255,111.75
2025-04-23,ESM5,A,52,238,5475.5,14:24:59,0.21,111.75
2025-04-23,ESM5,B,30,91,5476.0,14:25:01,0.031,111.75
2025-04-23,ESM5,A,28,50,5476.5,14:25:19,0.201,111.75
2025-04-23,ESM5,B,28,100,5475.75,14:25:06,0.029,111.75
2025-04-23,ESM5,B,18,20,5485.75,14:26:05,0.119,111.75
2025-04-23,ESM5,B,15,67,5482.5,14:27:56,0.089,111.75
2025-04-23,ESM5,A,40,75,5482.25,14:28:05,0.15,111.75
2025-04-23,ESM5,A,16,182,5483.5,14:28:20,0.139,111.75
2025-04-23,ESM5,B,33,67,5484.75,14:28:50,0.11,111.75
2025-04-23,ESM5,A,37,56,5485.25,14:28:48,0.123,111.75
2025-04-23,ESM5,B,51,67,5485.25,14:29:10,0.143,111.75
2025-04-23,ESM5,A,61,75,5485.25,14:29:29,0.123,111.75
2025-04-23,ESM5,A,15,100,5484.25,14:29:27,0.132,111.75
2025-04-23,ESM5,B,24,69,5484.5,14:29:42,0.136,111.75
2025-04-23,ESM5,A,52,75,5485.0,14:29:48,0.125,111.75
2025-04-23,ESM5,B,77,85,5484.75,14:30:00,0.271,111.75
2025-04-23,ESM5,B,20,82,5487.25,14:31:11,0.293,111.75
2025-04-23,ESM5,A,20,93,5490.0,14:31:50,0.081,111.75
2025-04-23,ESM5,B,18,30,5490.0,14:32:14,0.318,111.75
2025-04-23,ESM5,A,17,50,5490.0,14:32:49,0.081,111.75
2025-04-23,ESM5,B,59,87,5497.25,14:35:41,0.383,111.75
2025-04-23,ESM5,B,20,28,5497.25,14:35:50,0.383,111.75
2025-04-23,ESM5,A,17,50,5497.75,14:35:51,0.011,111.75
2025-04-23,ESM5,B,16,39,5497.5,14:36:02,0.385,111.75
2025-04-23,ESM5,A,34,79,5495.25,14:37:39,0.004,111.75
2025-04-23,ESM5,A,15,58,5495.0,14:38:15,0.004,111.75
2025-04-23,ESM5,A,25,100,5491.5,14:38:41,0.036,111.75
2025-04-23,ESM5,A,23,67,5490.0,14:39:33,0.049,111.75
2025-04-23,ESM5,A,16,49,5488.75,14:40:20,0.056,111.75
2025-04-23,ESM5,B,19,32,5495.0,14:40:58,0.362,111.75
2025-04-23,ESM5,A,26,32,5494.5,14:41:01,0.004,111.75
2025-04-23,ESM5,A,15,33,5490.0,14:41:31,0.045,111.75
2025-04-23,ESM5,A,22,53,5488.75,14:41:32,0.056,111.75
2025-04-23,ESM5,A,21,66,5486.25,14:41:57,0.078,111.75
2025-04-23,ESM5,A,22,31,5483.0,14:42:16,0.107,111.75
2025-04-23,ESM5,A,53,100,5486.25,14:43:14,0.078,111.75
2025-04-23,ESM5,B,20,25,5490.25,14:43:58,0.32,111.75
2025-04-23,ESM5,A,30,121,5489.25,14:44:12,0.051,111.75
2025-04-23,ESM5,A,19,23,5488.75,14:44:32,0.056,111.75
2025-04-23,ESM5,A,15,16,5489.0,14:44:35,0.054,111.75
2025-04-23,ESM5,B,34,115,5489.0,14:44:49,0.309,111.75
2025-04-23,ESM5,A,72,121,5490.0,14:47:13,0.027,111.75
2025-04-23,ESM5,B,82,112,5494.75,14:47:52,0.36,111.75
2025-04-23,ESM5,A,22,79,5488.5,14:48:14,0.007,111.75
2025-04-23,ESM5,A,43,100,5490.0,14:48:38,-0.007,111.75
2025-04-23,ESM5,A,15,188,5479.0,14:50:22,0.036,111.75
2025-04-23,ESM5,B,15,100,5474.5,14:51:00,0.213,111.75
2025-04-23,ESM5,A,20,40,5478.5,14:51:18,0.04,111.75
2025-04-23,ESM5,A,22,122,5477.5,14:54:02,0.049,111.75
2025-04-23,ESM5,A,18,189,5476.5,14:55:04,0.058,111.75
2025-04-23,ESM5,B,15,35,5476.5,14:55:54,0.394,111.75
2025-04-23,ESM5,A,16,70,5477.0,14:56:01,0.054,111.75
2025-04-23,ESM5,B,16,55,5474.75,14:56:58,0.378,111.75
2025-04-23,ESM5,B,21,86,5473.5,14:58:05,0.445,111.75
2025-04-23,ESM5,B,24,50,5474.0,14:58:39,0.45,111.75
2025-04-23,ESM5,B,17,64,5471.75,14:59:16,0.438,111.75
2025-04-23,ESM5,B,24,50,5473.0,15:00:30,0.45,111.75
2025-04-23,ESM5,B,17,87,5465.0,15:01:11,0.378,111.75
2025-04-23,ESM5,A,23,25,5472.25,15:01:44,0.067,111.75
2025-04-23,ESM5,B,15,73,5471.75,15:01:50,0.438,111.75
2025-04-23,ESM5,A,26,178,5467.5,15:01:51,0.11,111.75
2025-04-23,ESM5,A,17,48,5466.75,15:02:36,0.116,111.75
2025-04-23,ESM5,A,29,100,5461.75,15:02:52,0.161,111.75
2025-04-23,ESM5,B,22,115,5466.75,15:03:16,0.456,111.75
2025-04-23,ESM5,A,37,82,5465.0,15:03:19,0.132,111.75
2025-04-23,ESM5,B,32,310,5468.75,15:03:43,0.474,111.75
2025-04-23,ESM5,B,43,87,5472.5,15:04:21,0.508,111.75
2025-04-23,ESM5,A,16,35,5474.75,15:04:36,0.045,111.75
2025-04-23,ESM5,B,17,171,5476.5,15:06:48,0.544,111.75
2025-04-23,ESM5,A,30,148,5476.5,15:08:50,0.0,111.75
2025-04-23,ESM5,A,66,121,5467.5,15:10:40,0.031,111.75
2025-04-23,ESM5,B,21,51,5467.5,15:10:43,0.463,111.75
2025-04-23,ESM5,B,89,121,5468.25,15:10:47,0.47,111.75
2025-04-23,ESM5,B,28,86,5468.0,15:11:04,0.468,111.75
2025-04-23,ESM5,A,73,168,5466.5,15:11:19,0.04,111.75
2025-04-23,ESM5,A,38,105,5467.5,15:11:26,0.031,111.75
2025-04-23,ESM5,A,39,121,5469.0,15:11:48,0.018,111.75
2025-04-23,ESM5,B,21,83,5466.0,15:16:01,0.45,111.75
2025-04-23,ESM5,B,18,51,5465.0,15:16:13,0.441,111.75
2025-04-23,ESM5,B,16,25,5464.0,15:16:26,0.432,111.75
2025-04-23,ESM5,A,17,68,5462.75,15:16:51,0.002,111.75
2025-04-23,ESM5,A,18,50,5461.0,15:16:59,0.018,111.75
2025-04-23,ESM5,B,17,43,5462.25,15:17:24,0.416,111.75
2025-04-23,ESM5,A,16,138,5460.0,15:17:48,0.02,111.75
2025-04-23,ESM5,B,28,100,5459.75,15:17:49,0.394,111.75
2025-04-23,ESM5,B,19,48,5460.75,15:17:57,0.403,111.75
2025-04-23,ESM5,A,15,37,5458.0,15:18:28,0.034,111.75
2025-04-23,ESM5,B,24,93,5456.5,15:19:51,0.441,111.75
2025-04-23,ESM5,B,34,100,5456.0,15:20:04,0.436,111.75
2025-04-23,ESM5,B,16,50,5454.5,15:20:09,0.423,111.75
2025-04-23,ESM5,B,16,25,5456.5,15:21:01,0.441,111.75
2025-04-23,ESM5,B,16,100,5455.0,15:21:01,0.427,111.75
2025-04-23,ESM5,B,21,50,5457.5,15:21:53,0.45,111.75
2025-04-23,ESM5,A,35,182,5459.0,15:22:35,0.016,111.75
2025-04-23,ESM5,B,15,25,5450.25,15:23:02,0.436,111.75
2025-04-23,ESM5,B,70,85,5442.75,15:23:08,0.369,111.75
2025-04-23,ESM5,A,16,120,5444.0,15:23:24,0.058,111.75
2025-04-23,ESM5,B,17,100,5440.0,15:23:28,0.345,111.75
2025-04-23,ESM5,A,19,45,5443.25,15:23:41,0.065,111.75
2025-04-23,ESM5,A,20,40,5444.0,15:25:11,0.029,111.75
2025-04-23,ESM5,B,19,100,5441.75,15:25:22,0.36,111.75
2025-04-23,ESM5,B,19,41,5446.0,15:25:55,0.398,111.75
2025-04-23,ESM5,B,15,20,5441.0,15:26:09,0.353,111.75
2025-04-23,ESM5,B,17,35,5437.5,15:26:16,0.322,111.75
2025-04-23,ESM5,A,15,36,5436.25,15:26:37,0.047,111.75
2025-04-23,ESM5,B,19,100,5431.25,15:27:15,0.266,111.75
2025-04-23,ESM5,B,16,43,5425.75,15:28:30,0.217,111.75
2025-04-23,ESM5,B,60,132,5427.0,15:28:38,0.228,111.75
2025-04-23,ESM5,A,20,77,5429.5,15:28:47,0.107,111.75
2025-04-23,ESM5,A,50,136,5428.5,15:28:51,0.116,111.75
2025-04-23,ESM5,A,34,135,5427.25,15:28:54,0.128,111.75
2025-04-23,ESM5,A,30,117,5425.5,15:28:55,0.143,111.75
2025-04-23,ESM5,B,62,300,5431.25,15:30:02,0.266,111.75
2025-04-23,ESM5,A,23,185,5430.75,15:30:21,0.096,111.75
2025-04-23,ESM5,A,17,20,5436.5,15:30:38,0.045,111.75
2025-04-23,ESM5,B,19,34,5433.0,15:31:07,0.282,111.75
2025-04-23,ESM5,B,17,38,5424.5,15:32:11,0.206,111.75
2025-04-23,ESM5,B,23,49,5423.0,15:32:17,0.192,111.75
2025-04-23,ESM5,A,22,133,5421.25,15:32:22,0.181,111.75
2025-04-23,ESM5,A,26,79,5421.25,15:32:23,0.181,111.75
2025-04-23,ESM5,A,17,50,5418.75,15:33:09,0.204,111.75
2025-04-23,ESM5,A,22,56,5424.75,15:34:03,0.15,111.75
2025-04-23,ESM5,A,33,50,5433.75,15:35:12,0.069,111.75
2025-04-23,ESM5,A,17,45,5422.5,15:36:13,0.17,111.75
2025-04-23,ESM5,B,35,50,5432.0,15:36:44,0.273,111.75
2025-04-23,ESM5,A,15,26,5433.5,15:38:47,0.072,111.75
2025-04-23,ESM5,B,44,111,5438.5,15:41:18,0.331,111.75
2025-04-23,ESM5,A,20,38,5438.75,15:41:19,-0.009,111.75
2025-04-23,ESM5,B,19,25,5433.25,15:42:26,0.284,111.75
2025-04-23,ESM5,B,17,25,5432.5,15:42:34,0.277,111.75
2025-04-23,ESM5,A,44,76,5425.0,15:44:40,0.04,111.75
2025-04-23,ESM5,B,25,50,5428.75,15:45:11,0.244,111.75
2025-04-23,ESM5,B,15,50,5425.0,15:45:21,0.21,111.75
2025-04-23,ESM5,A,36,200,5425.5,15:45:22,0.027,111.75
2025-04-23,ESM5,A,15,79,5423.75,15:45:27,0.043,111.75
2025-04-23,ESM5,A,16,35,5422.5,15:46:17,0.018,111.75
2025-04-23,ESM5,A,17,78,5421.75,15:46:22,0.025,111.75
2025-04-23,ESM5,A,23,34,5419.75,15:47:00,0.043,111.75
2025-04-23,ESM5,A,18,33,5412.5,15:48:12,0.107,111.75
2025-04-23,ESM5,A,34,135,5410.75,15:48:33,0.123,111.75
2025-04-23,ESM5,A,30,35,5412.5,15:49:10,0.107,111.75
2025-04-23,ESM5,B,42,70,5410.0,15:49:42,0.163,111.75
2025-04-23,ESM5,B,138,320,5409.75,15:49:55,0.161,111.75
2025-04-23,ESM5,A,15,30,5409.0,15:49:56,0.139,111.75
2025-04-23,ESM5,A,81,485,5414.0,15:51:13,0.094,111.75
2025-04-23,ESM5,A,31,46,5413.0,15:51:13,0.103,111.75
2025-04-23,ESM5,B,16,48,5413.75,15:51:13,0.235,111.75
2025-04-23,ESM5,B,18,88,5415.0,15:51:15,0.246,111.75
2025-04-23,ESM5,B,15,20,5415.75,15:51:16,0.253,111.75
2025-04-23,ESM5,A,17,191,5410.25,15:51:43,0.128,111.75
2025-04-23,ESM5,B,16,25,5403.75,15:53:28,0.145,111.75
2025-04-23,ESM5,B,23,75,5413.5,16:01:00,0.255,111.75
2025-04-23,ESM5,B,19,20,5417.25,15:57:36,0.289,111.75
2025-04-23,ESM5,B,17,62,5422.75,15:59:11,0.338,111.75
2025-04-23,ESM5,A,29,175,5419.5,15:59:22,0.022,111.75
2025-04-23,ESM5,B,17,24,5419.0,15:59:32,0.304,111.75
2025-04-23,ESM5,B,20,146,5421.0,16:00:03,0.322,111.75
2025-04-23,ESM5,A,17,75,5419.5,16:00:38,0.013,111.75
2025-04-23,ESM5,A,19,67,5412.5,16:03:03,0.076,111.75
2025-04-23,ESM5,A,17,57,5416.25,16:03:33,0.043,111.75
2025-04-23,ESM5,A,18,43,5417.5,16:03:54,0.031,111.75
2025-04-23,ESM5,A,19,50,5417.5,16:04:00,0.031,111.75
2025-04-23,ESM5,A,17,50,5418.75,16:04:06,0.02,111.75
2025-04-23,ESM5,A,18,40,5417.5,16:04:12,0.031,111.75
2025-04-23,ESM5,A,31,50,5418.0,16:04:17,0.027,111.75
2025-04-23,ESM5,B,16,144,5417.75,16:05:24,0.293,111.75
2025-04-23,ESM5,A,37,121,5418.0,16:05:26,0.018,111.75
2025-04-23,ESM5,B,15,137,5417.75,16:05:27,0.293,111.75
2025-04-23,ESM5,A,30,121,5417.75,16:05:42,0.02,111.75
2025-04-23,ESM5,A,31,81,5411.25,16:06:41,0.076,111.75
2025-04-23,ESM5,B,48,100,5411.5,16:08:00,0.237,111.75
2025-04-23,ESM5,A,17,55,5402.5,16:12:53,0.183,111.75
2025-04-23,ESM5,B,19,20,5403.25,16:17:21,0.163,111.75
2025-04-23,ESM5,B,36,133,5401.0,16:18:33,0.143,111.75
2025-04-23,ESM5,B,22,50,5388.0,16:26:32,0.011,111.75
2025-04-23,ESM5,B,17,100,5392.5,16:24:03,0.067,111.75
2025-04-23,ESM5,B,22,92,5388.5,16:25:25,0.031,111.75
2025-04-23,ESM5,A,34,50,5394.5,16:28:15,0.338,111.75
2025-04-23,ESM5,B,18,55,5410.0,16:30:13,0.06,111.75
